agency,approxname,approxdept,state_code,google_name,google_address,lat,lon,type
Lockport Police Dept,Lockport,Police Dept,NY,Lockport Police Department,"1 Locks Plaza #1, Lockport, NY 14094, United States",43.1695982,-78.6956244,"police,point_of_interest,establishment"
Athens Police Dept,Athens,Police Dept,TX,Athens Police Department,"202 W Scott St, Athens, TX 75751, United States",32.2086861,-95.8562451,"police,point_of_interest,establishment"
Simpsonville Police Dept,Simpsonville,Police Dept,SC,Simpsonville Police Department,"405 E Curtis St, Simpsonville, SC 29681, United States",34.7391819,-82.2511173,"police,point_of_interest,establishment"
Troutdale Police Dept,Troutdale,Police Dept,OR,Troutdale Police Department,"234 SW Kendall Ct, Troutdale, OR 97060, United States",45.5395921,-122.3887203,"police,point_of_interest,establishment"
Gautier Police Dept,Gautier,Police Dept,MS,Gautier City Police Department,"3330 US-90, Gautier, MS 39553, United States",30.3930069,-88.6647212,"police,point_of_interest,establishment"
Henderson Police Dept,Henderson,Police Dept,TX,Henderson Police Department,"800 Lake Forest Dr, Mabank, TX 75156, United States",32.163346,-94.8105378,"police,point_of_interest,establishment"
Greenfield Police Dept,Greenfield,Police Dept,WI,Greenfield Police Department,"5300 W Layton Ave, Milwaukee, WI 53220, United States",42.9602672,-87.9803836,"police,point_of_interest,establishment"
Center Twp (Beaver Co) Police Dept,Center Twp (Beaver Co),Police Dept,PA,Center Twp Secretary's Office,"224 Center Grange Rd, Aliquippa, PA 15001, United States",40.6485276,-80.2996005,"local_government_office,police,point_of_interest,establishment"
Pittsburgh,,,PA,Pittsburgh Police Department Zone 1,"1501 Brighton Rd, Pittsburgh, PA 15212, United States",40.4569715,-80.0159875,"police,point_of_interest,establishment"
Norton Shores Police Dept,Norton Shores,Police Dept,MI,Norton Shores Police Department,"4814 Henry St, Norton Shores, MI 49441, United States",43.1650223,-86.2631648,"police,point_of_interest,establishment"
Van Buren Police Dept,Van Buren,Police Dept,AR,Van Buren Police Department,"800 Fayetteville Rd, Van Buren, AR 72956, United States",35.4458227,-94.3542542,"police,point_of_interest,establishment"
Darlington County Sheriff Office,Darlington County,Sheriff Office,SC,Darlington County Sheriff,"1621 Harry Byrd Hwy, Darlington, SC 29532, United States",34.2995557,-79.9242966,"local_government_office,police,point_of_interest,establishment"
Hermosa Beach Police Dept,Hermosa Beach,Police Dept,CA,Hermosa Beach Police Department,"540 Pier Ave, Hermosa Beach, CA 90254, United States",33.8640833,-118.395832,"police,point_of_interest,establishment"
Bellwood Police Dept,Bellwood,Police Dept,IL,Bellwood Police Department,"3200 Washington Blvd, Bellwood, IL 60104, United States",41.8812235,-87.8724195,"police,point_of_interest,establishment"
Masillon City Police Dept,Masillon City,Police Dept,OH,Massillon Police Department,"2 James Duncan Plaza # 1, Massillon, OH 44646, United States",40.795699,-81.520786,"police,point_of_interest,establishment"
Troy Police Dept,Troy,Police Dept,OH,Troy Police Department,"124 E Main St, Troy, OH 45373, United States",40.0386368,-84.2018482,"police,point_of_interest,establishment"
Duncanville Police Dept,Duncanville,Police Dept,TX,Duncanville City Police Department,"203 E Wheatland Rd, Duncanville, TX 75116, United States",32.646474,-96.906116,"police,point_of_interest,establishment"
Charlottesville Police Dept,Charlottesville,Police Dept,VA,Charlottesville Police Department,"606 E Market St, Charlottesville, VA 22902, United States",38.0299325,-78.4773544,"police,point_of_interest,establishment"
Cheyenne Police Dept,Cheyenne,Police Dept,WY,Cheyenne Police Department,"2020 Capitol Ave, Cheyenne, WY 82001, United States",41.136767,-104.8183917,"police,point_of_interest,establishment"
Ozark City Police Dept,Ozark City,Police Dept,MO,Ozark Police Department,"201 E Brick St, Ozark, MO 65721, United States",37.0220856,-93.203966,"police,point_of_interest,establishment"
Galesburg Police Dept,Galesburg,Police Dept,IL,Galesburg Police Department,"150 S Broad St, Galesburg, IL 61401, United States",40.9458491,-90.3718604,"police,point_of_interest,establishment"
Post Falls Police Dept,Post Falls,Police Dept,ID,Post Falls City Police,"1717 E Polston Ave, Post Falls, ID 83854, United States",47.714852,-116.920756,"local_government_office,police,point_of_interest,establishment"
Altus City Police Dept,Altus City,Police Dept,OK,Altus Police Department,"509 S Main St, Altus, OK 73521, United States",34.6334677,-99.3339562,"police,point_of_interest,establishment"
Blackfoot Police Dept,Blackfoot,Police Dept,ID,Blackfoot Police Department,"501 N Maple St # 410, Blackfoot, ID 83221, United States",43.1943799,-112.344444,"police,point_of_interest,establishment"
Effingham Police Dept,Effingham,Police Dept,IL,Effingham Police Department,"206 E Section Ave, Effingham, IL 62401, United States",39.1207095,-88.5402184,"police,point_of_interest,establishment"
Culpeper Town Police Dept,Culpeper Town,Police Dept,VA,Culpeper Police Department,"740 Old Brandy Rd, Culpeper, VA 22701, United States",38.4791651,-77.9847363,"police,point_of_interest,establishment"
City Of Brooklyn Park Police Dept,City Of Brooklyn Park,Police Dept,MN,Brooklyn Park Police Department,"5400 85th Ave N, Brooklyn Park, MN 55443, United States",45.11001,-93.34982,"police,point_of_interest,establishment"
Covina Police Dept,Covina,Police Dept,CA,Covina Police Department,"444 N Citrus Ave, Covina, CA 91723, United States",34.0899918,-117.8887609,"police,point_of_interest,establishment"
Eagle Pass Police Dept,Eagle Pass,Police Dept,TX,Eagle Pass Police Department,"110 S Monroe St, Eagle Pass, TX 78852, United States",28.7059103,-100.500396,"police,point_of_interest,establishment"
Woodburn Police Dept,Woodburn,Police Dept,OR,Woodburn Police Department,"1060 Mt Hood Ave, Woodburn, OR 97071, United States",45.1507371,-122.8429782,"police,point_of_interest,establishment"
Arvin Police Dept,Arvin,Police Dept,CA,Arvin Police Department,"200 Campus Dr, Arvin, CA 93203, United States",35.2101262,-118.8327906,"local_government_office,police,point_of_interest,establishment"
Loves Park Police Dept,Loves Park,Police Dept,IL,Loves Park Police Department,"540 Loves Park Dr, Loves Park, IL 61111, United States",42.3136507,-89.0553416,"police,point_of_interest,establishment"
Eustis Police Dept,Eustis,Police Dept,FL,Eustis Police Department,"51 W Norton Ave, Eustis, FL 32726, United States",28.8461561,-81.6848147,"police,point_of_interest,establishment"
Mount Pleasant Police Dept,Mount Pleasant,Police Dept,WI,Mount Pleasant Police Department,"8811 Campus Drive, Mt Pleasant, WI 53406, United States",42.7258717,-87.8932804,"police,point_of_interest,establishment"
Lancaster Police Dept,Lancaster,Police Dept,TX,City of Lancaster Public Safety Building,"1650 N Dallas Ave, Lancaster, TX 75134, United States",32.6089052,-96.7607492,"fire_station,police,local_government_office,point_of_interest,establishment"
Azle Police Dept,Azle,Police Dept,TX,Azle Police Department,"613 Southeast Pkwy, Azle, TX 76020, United States",32.883173,-97.536283,"police,point_of_interest,establishment"
Herrin Police Dept,Herrin,Police Dept,IL,Herrin Police Department,"300 N Park Ave, Herrin, IL 62948, United States",37.8060167,-89.0266002,"police,point_of_interest,establishment"
Hampton Police Dept,Hampton,Police Dept,VA,Hampton Police Division,"40 Lincoln St, Hampton, VA 23669, United States",37.0284561,-76.3443741,"police,point_of_interest,establishment"
Juneau Police Dept,Juneau,Police Dept,AK,Juneau Police Department,"6255 Alaway Ave, Juneau, AK 99801, United States",58.3558339,-134.5078529,"police,point_of_interest,establishment"
Dearborn Police Dept,Dearborn,Police Dept,MI,Dearborn Police Department,"16099 Michigan Ave, Dearborn, MI 48126, United States",42.3133601,-83.2000677,"police,point_of_interest,establishment"
St. Cloud Police Dept,St. Cloud,Police Dept,MN,Saint Cloud Police Department,"101 11th Ave N, St Cloud, MN 56303, United States",45.559168,-94.1665268,"police,point_of_interest,establishment"
Front Royal Police Dept,Front Royal,Police Dept,VA,Front Royal Police Department,"24 W Main St, Front Royal, VA 22630, United States",38.9180423,-78.1946298,"police,point_of_interest,establishment"
Greeley Police Dept,Greeley,Police Dept,CO,Greeley Police Department,"2875 W 10th St, Greeley, CO 80634, United States",40.423473,-104.727101,"police,point_of_interest,establishment"
Atmore Police Dept,Atmore,Police Dept,AL,Atmore Police Department-Narcotics,"201 E Louisville Ave, Atmore, AL 36502, United States",31.0251136,-87.491347,"police,point_of_interest,establishment"
Grand Haven Police Dept,Grand Haven,Police Dept,MI,Grand Haven Police Department,"525 Washington Ave, Grand Haven, MI 49417, United States",43.0626102,-86.2246709,"police,point_of_interest,establishment"
Newnan Police Dept,Newnan,Police Dept,GA,Newnan Police Department,"1 Joseph-Hannah Blvd, Newnan, GA 30263, United States",33.3768226,-84.7987311,"police,point_of_interest,establishment"
Ormond Beach Police Dept,Ormond Beach,Police Dept,FL,Ormond Beach Police Department,"170 W Granada Blvd, Ormond Beach, FL 32174, United States",29.2829191,-81.0607631,"police,point_of_interest,establishment"
Plymouth Twp (Montgomery Co) Police Dept,Plymouth Twp (Montgomery Co),Police Dept,PA,Plymouth Police Department,"700 Belvoir Rd, Plymouth Meeting, PA 19462, United States",40.1283781,-75.3092684,"police,point_of_interest,establishment"
Lacey Police Dept,Lacey,Police Dept,WA,Lacey Police,"420 College St SE, Lacey, WA 98503, United States",47.0445854,-122.8219279,"police,point_of_interest,establishment"
Hermitage City Police Dept,Hermitage City,Police Dept,PA,Hermitage Police Department,"800 N Hermitage Rd, Hermitage, PA 16148, United States",41.2441458,-80.4487635,"police,point_of_interest,establishment"
Norfolk City Police Dept,Norfolk City,Police Dept,NE,Norfolk City Police Department,"202 N 7th St, Norfolk, NE 68701, United States",42.0339569,-97.4167249,"police,point_of_interest,establishment"
Scranton City Police Dept,Scranton City,Police Dept,PA,Scranton Police Department,"100 S Washington Ave, Scranton, PA 18503, United States",41.405867,-75.66679,"police,point_of_interest,establishment"
Faribault Police Dept,Faribault,Police Dept,MN,Faribault Police Department,"25 4th St NW, Faribault, MN 55021, United States",44.2944801,-93.2694902,"police,point_of_interest,establishment"
Falmouth Police Dept,Falmouth,Police Dept,MA,Falmouth Police Department,"750 Main St, Falmouth, MA 02540, United States",41.55432,-70.603369,"police,point_of_interest,establishment"
Blue Springs Police Dept,Blue Springs,Police Dept,MO,Blue Springs City Hall,"903 W Main St, Blue Springs, MO 64015, United States",39.018629,-94.2760414,"city_hall,local_government_office,point_of_interest,establishment"
Sunnyside Police Dept,Sunnyside,Police Dept,WA,Sunnyside Police Department,"401 Homer St, Sunnyside, WA 98944, United States",46.3282276,-120.0242143,"local_government_office,police,point_of_interest,establishment"
Bolivar Police Dept,Bolivar,Police Dept,MO,Bolivar City Police Department,"624 S Albany Ave, Bolivar, MO 65613, United States",37.6077404,-93.408185,"police,point_of_interest,establishment"
Concord Police Dept,Concord,Police Dept,CA,Concord Police Headquarters,"1350 Galindo St, Concord, CA 94520, United States",37.9709628,-122.0317769,"police,point_of_interest,establishment"
Huron Police Dept,Huron,Police Dept,SD,Huron Police Department,"239 Wisconsin Ave SW, Huron, SD 57350, United States",44.3639836,-98.2160211,"police,point_of_interest,establishment"
Middletown Police Dept,Middletown,Police Dept,NY,Middletown Police Department,"2 James St, Middletown, NY 10940, United States",41.4454826,-74.4217531,"police,point_of_interest,establishment"
Mckeesport City Police Dept,Mckeesport City,Police Dept,PA,McKeesport Police Department,"201 Lysle Blvd, McKeesport, PA 15132, United States",40.3516092,-79.86643,"police,point_of_interest,establishment"
Pomona Police Dept,Pomona,Police Dept,CA,Pomona Police Department,"490 W Mission Blvd, Pomona, CA 91766, United States",34.0545732,-117.7539115,"police,point_of_interest,establishment"
West Point Police Dept,West Point,Police Dept,MS,West Point Police Chief,"310 E Westbrook St, West Point, MS 39773, United States",33.6035457,-88.648295,"police,point_of_interest,establishment"
Schaumburg Police Dept,Schaumburg,Police Dept,IL,Schaumburg Police Department,"1000 W Schaumburg Rd, Schaumburg, IL 60194, United States",42.0277272,-88.1038801,"police,point_of_interest,establishment"
Palmetto Police Dept,Palmetto,Police Dept,FL,Palmetto Police Department,"1115 10th St W, Palmetto, FL 34221, United States",27.5209647,-82.5778973,"police,point_of_interest,establishment"
Owosso Police Dept,Owosso,Police Dept,MI,Owosso Police Department,"100, 150 S Water St, Owosso, MI 48867, United States",42.9969698,-84.1724862,"police,point_of_interest,establishment"
Haines City Police Dept,Haines City,Police Dept,FL,Haines City Police Department,"35400 US-27, Haines City, FL 33844, United States",28.1144772,-81.6407827,"police,point_of_interest,establishment"
Rotterdam Police Dept,Rotterdam,Police Dept,NY,Rotterdam Police Department,"101 Princetown Rd, Schenectady, NY 12306, United States",42.795472,-73.9909383,"police,point_of_interest,establishment"
Champaign Police Dept,Champaign,Police Dept,IL,Champaign City Police Department,"Champaign, IL 61820, United States",40.1167575,-88.2392287,"police,point_of_interest,establishment"
Warrensville Heights Police Dept,Warrensville Heights,Police Dept,OH,University Heights Police Department,"2304 Warrensville Center Rd, Cleveland, OH 44118, United States",41.4969834,-81.5368472,"police,point_of_interest,establishment"
Eloy Police Dept,Eloy,Police Dept,AZ,Eloy Police Department,"630 N Main St, Eloy, AZ 85131, United States",32.756239,-111.5552087,"police,point_of_interest,establishment"
Republic Police Dept,Republic,Police Dept,MO,Republic Police Department,"540 Civic Blvd, Republic, MO 65738, United States",37.105694,-93.4899896,"police,point_of_interest,establishment"
Blaine Police Dept,Blaine,Police Dept,MN,Blaine Police Department,"10801 Town Square Dr NE, Blaine, MN 55449, United States",45.1661628,-93.2082124,"police,point_of_interest,establishment"
